IdEntidad,Nit,RazónSocial,Departamento,Municipio,Dirección,CódigoPostal,Teléfono,Fax,email,PáginaWeb,ÁmbitoSIIF
210741807,891180182:6,Timaná,DEPARTAMENTO DE HUILA,TIMANA,CARRERA 4 NO 9-74,417010,098-8374932,098-8374272,hacienda@timana-huila.gov.co,http://www.timana-huila.gov.co,No
210747707,891780056:0,Santa Ana,DEPARTAMENTO DE MAGDALENA,SANTA ANA,CALLE 2 N. 5-66,474020,095-6837076,095-6837474,alcaldia@santaana-magdalena.gov.co,http://www.santaana-magdalena.gov,No
210752207,800019000:6,Consacá,DEPARTAMENTO DE NARIÑO,CONSACA,CALLE 2 PARQUE PRINCIPAL,522540,"092-7423294,",092-7423155,tesoreria@consaca-narino.gov.co,http://www.consaca-narino.gov.co,No
210768207,800104060:1,Concepción - Santander,DEPARTAMENTO DE SANTANDER,CONCEPCION (SANTANDER),CALLE 7 3 16,681511,057-3153461214,057-3153461214,contabilidad@concepcion-santander.gov.co,http://www.concepcion-santander.gov.co,No
210768307,890204802:6,Girón,DEPARTAMENTO DE SANTANDER,GIRON,CARRERA 25 # 30 - 32 PARQUE PRINCIPAL,683078,057-6463030,057-6466861,hacienda@giron-santander.gov.co,http://www.giron-santander.gov.co,No
210805308,890980807:1,Girardota,DEPARTAMENTO DE ANTIOQUIA,GIRARDOTA,Carrera 15  6 - 35,051030,094-3224299,094-2890804,alcaldia@girardota.gov.co,http://www.girardota.gov.co,No
210815808,800028436:1,Tinjacá,DEPARTAMENTO DE BOYACA,TINJACA,Alcaldía Municipal,153840,"098-7355588,7401839",098-7355588,secretariahacienda@tinjaca-boyaca.gov.co,http://,No
210870508,800100729:1,Ovejas,DEPARTAMENTO DE SUCRE,OVEJAS,CALLE 21  CARRERA 15 - 41 B. CENTRO,701030,"095-952869151,2869086",095-2869086,alcaldia@ovejas-sucre.gov.co,http://www.ovejas-sucre.gov.co,No
210870708,892200591:6,San Marcos,DEPARTAMENTO DE SUCRE,SAN MARCOS,CALLE 28 NO. 18-08,704030,095-2954798,095-2954797,presupuesto@sanmarcos-sucre.gov.co,http://sanmarcos-sucre.gov.co,No
210873408,890702034:2,Lérida,DEPARTAMENTO DE TOLIMA,LERIDA,CALLE 8 NO. 3-13,731020,"098-2890158,890157,890932",098-2890932,alcaldia@lerida-tolima.gov.co,http://www.lerida-tolima.gov.co,No
210905209,890982261:8,Concordia - Antioquia,DEPARTAMENTO DE ANTIOQUIA,CONCORDIA (ANTIOQUIA),CARRERA 20  19-25,056410,"094-8446240,8446089",094-8446011,hacienda@concordia-antioquia.gov.co,http://www.concordia.gov.co,No
210905809,890980781:7,Titiribí,DEPARTAMENTO DE ANTIOQUIA,TITIRIBI,BOLIVAR 20 28,055850,"094-8482344,8482649,",094-8482760,contactenos@titiribi-antioquia.gov.co,http://www.titiribi-antioquia.gov.co,No
210915109,891808260:0,Buenavista - Boyacá,DEPARTAMENTO DE BOYACA,BUENAVISTA (BOYACA),CALLE 4 NO. 4-44,154840,098-8024510,098-8024510,sechacienda@buenavista-boyaca.gov.co,http://www.buenavista-boyaca.gov.co,No
210919809,800051167:1,Timbiquí,DEPARTAMENTO DE CAUCA,TIMBIQUI,EDIFICIO MUNICIPAL Cra2 3 - 16,057000,092-8403005,092-8307404,djimenez70@gmail.com,http://www.timbiqui-cauca.gov.co,No
210954109,890503483:2,Bucarasica,DEPARTAMENTO DE NORTE DE SANTANDER,BUCARASICA,CALLEL 2 3 35 PALACIO MUNICIPAL,545550,"098-975861014,861040",037-3134829453,hacienda@busarasica-nortedesantander.gov.co,http://www.bucarasica-nortedesantander.gov.co,No
210968209,890208947:3,Confines,DEPARTAMENTO DE SANTANDER,CONFINES,CALLE 5 5 28,683531,097-7240560,097-7248160,tesoreria@confines-santander.gov.co,http://www.confines-santander.gov.co,No
210976109,890399045:3,Buenaventura,DEPARTAMENTO DE VALLE DEL CAUCA,BUENAVENTURA,Calle 2  Edificio CAM,764501,"092-2410990,2415477,2424407,2417310",092-2434099,alcaldebtura7@msn.com,http://www.buenaventura.gov.co,No
211005310,890983938:1,Gómez Plata,DEPARTAMENTO DE ANTIOQUIA,GOMEZ PLATA,CARRERA 50 49 49 BRR CENTRO,051830,"094-8627522,8627704,8624542",094-9999999,hacienda@gomezplata-antioquia.gov.co,http://,No
211013810,800255213:9,Tiquisio,DEPARTAMENTO DE BOLIVAR,TIQUISO,Alcaldia Municipal,134040,"095-876165,2879243,2879291",095-2879291,contactenos@tiquisio-bolivar.gov.co,http://,No
211015810,800099187:6,Tipacoque,DEPARTAMENTO DE BOYACA,TIPACOQUE,CARRERA 3 CON CALLE 8 ESQUINA PALACIO MUNICIPAL,015810,"098-7889002,7881558,",098-7889208,alcaldia@tipacoque-boyaca.gov.co,http://www.tipacoque-boyaca.gov.co/,No
211018410,800095770:2,La Montañita,DEPARTAMENTO DE CAQUETA,LA MONTAÑITA,Carrera  5 Parque Principal Palacio Municipal,181050,098-4300170,098-4300165,haciendamonta@hotmail.com,http://www.lamontanita-caqueta.gov.co,No
211018610,800095782:0,San José de la Fragua,DEPARTAMENTO DE CAQUETA,SAN JOSE DE LA FRAGUA,Carrera 4 3 - 27,186070,098-4305056,098-4305056,tesoreria@sanjosedelfragua-caqueta.gov.co,http://www.sanjosedelfragua.gov.co,No
211019110,891502307:3,Buenos Aires,DEPARTAMENTO DE CAUCA,BUENOS AIRES,Carrera 1 Calle 6 Alcaldia municipal,191001,318-8332480,318-8332480,hacienda@buenosaires-cauca.gov.co,http://www.buenosaires-cauca.gov.co,No
211020310,800096597:9,González,DEPARTAMENTO DE CESAR,GONZALEZ,CALLE 2A NO 8A-02 PARQUE PRINCIPAL,205030,095-5636588,095-5636666,alcaldia@gonzalez-cesar.gov.co,http://www.gonzalez-cesar.gov.co,No
211020710,800096619:2,San Alberto,DEPARTAMENTO DE CESAR,SAN ALBERTO,CARRERA 2 6 32 BARRIO EL CENTRO,205070,"095-5645015,5645017,5645048",095-5645050,edgaricardodiaz@gmail.com,http://www.sanalberto-cesar.gov.co,No
211044110,800092788:0,El Molino,DEPARTAMENTO DE GUAJIRA,EL MOLINO,CARRERA 2 # 5-72,444050,095-09577888020,095-09577888020,alcaldia@elmolino-laguajira.gov.co,http://www.elmolino-laguajira.gov.co,No
211050110,800152577:1,Barranca de Upía,DEPARTAMENTO DEL META,BARRANCA DE UPIA,CALLE 11 2 15,501001,"098-6241051,6241111,6241010",098-6241051,alcaldia@barrancadeupia-meta.gov.co,http://www.barrancadeupia-meta.gov.co,No
211052110,800099062:4,Buesaco,DEPARTAMENTO DE NARIÑO,BUESACO,CAM BUESACO CARRERAA. 2 NO 8 ? 17,520501,092-7420502,092-7420497,tesoreria@buesaco-narino.gov.co,http://www.buesaco-narino.gov.co,No
211052210,800099064:9,Contadero,DEPARTAMENTO DE NARIÑO,CONTADERO,CALLE 4 NO. 1-16 BARRIO EL CENTRO,523080,092-0752820,092-0752820,solucionesfinancieras2025@gmail.com,http://www.contadero-narino.gov.co,No
211054810,800070682:4,Tibú,DEPARTAMENTO DE NORTE DE SANTANDER,TIBU,Carrera 5 Calle 5 Palacio Municipal,548010,"097-5663314,663320,663366",097-5663805,tesoreria@tibu-nortedesantander.gov.co,http://WWW.TIBU-NORTEDESANTANDER.GOV.CO,No
211070110,892201286:9,Buenavista - Sucre,DEPARTAMENTO DE SUCRE,BUENAVISTA (SUCRE),CALLELE 9 NRO 9 -08702030,702030,095-2901103,095-2901103,despacho@buenavista-sucre.gov.co,http://www.buenavista-sucre.gov.co,No
211085010,891855200:9,Aguazul,DEPARTAMENTO DE CASANARE,AGUAZUL,CALLE 11 NO 11-35,856010,098-6392247,098-6384303,hacienda_contabilidad@aguazul-casanare.gov.co,http://www.aguazul-casanare.gov.co,No
211085410,800012873:7,Tauramena.,DEPARTAMENTO DE CASANARE,TAURAMENA,CALLE 5  14-34,854030,"608-6247113,6247114,6247115",608-6247347,alcaldia@tauramena-casanare.gov.co,http://www.tauramena-casanare.gov.co,No
211105411,890983672:6,Liborina,DEPARTAMENTO DE ANTIOQUIA,LIBORINA,CARRERA 10 NUMERO 7-71,051460,094-8561940,094-8561940,alcaldia@liborina-antioquia.gov.co,http://www.liborina-antioquia.gov.co,No
211115511,800028461:6,Pachavita,DEPARTAMENTO DE BOYACA,PACHAVITA, CARRERA 2 N° 2-38,153210,098-7592012,098-7592012,alcaldia@pachavita-boyaca.gov.co,http://www.pachavita-boyaca.gov.co,No
211120011,800096561:4,Aguachica,DEPARTAMENTO DE CESAR,AGUACHICA,Calle  4  10 - 33  Parque San Roque,205010,095-5650100,095-5650350,contabilidad@aguachica-cesar.gov.co,http://www.aguachica-cesar.gov.co/,No
211150711,892099173:8,Vista Hermosa,DEPARTAMENTO DEL META,VISTA HERMOSA,Carrera 9A  Calle 13 Esquina,504061,"098-6518127,6518336",098-6518127,tesoreria@vistahermosa-meta.gov.co,http://www.vistahermosa-meta.gov.co,No
211152411,800099105:2,Linares,DEPARTAMENTO DE NARIÑO,LINARES,CALLE 4 CARRERA 4 ESQUINA,522501,092-7287491,092-7287491,alcaldia@linares-narino.gov.co,http://www.linares-narino.gov.co,No
211163111,890001879:0,Buenavista - Quindío,DEPARTAMENTO DE QUINDIO,BUENAVISTA (QUINDIO),CARRERAA 3 NO 2 - 29,632040,"096-7547066,7547005",096-7547005,hacienda@buenavista-quindio.gov.co,http://www.buenavista-quindio.gov.co,No
211173411,800100061:0,Líbano,DEPARTAMENTO DE TOLIMA,LIBANO,CALLE 5 N 10 48,731040,057-82564220,057-82564220,secretaria_hacienda@libano-tolima.gov.co,http://www.libano-tolima.gov.co/,No
211176111,891380033:5,Guadalajara de Buga,DEPARTAMENTO DE VALLE DEL CAUCA,GUADALAJARA DE BUGA,CARRERA 13 # 6-50,763042,602-2377000,602-2377000,contabilidad@guadalajaradebuga-valle.gov.co,http://www.guadalajaradebuga-valle.gov.co/,No
211205212,890980767:3,Copacabana,DEPARTAMENTO DE ANTIOQUIA,COPACABANA,CARRERA 50 50 15,051040,094-2740069,094-2747122,alcaldia@copacabana.gov.co,http://www.copacabana.gov.co,No
211213212,800038613:1,Córdoba - Bolívar,DEPARTAMENTO DE BOLIVAR,CORDOBA (BOLIVAR),AV LUIS CARLOS GALAN  CALLE 3 N° 205,132501,095-4859044,095-4859044,contactenos@cordoba-bolivar.gov,http://www.cordoba-bolivar.gov.co,No
211215212,891801363:9,Coper,DEPARTAMENTO DE BOYACA,COPER,CARRERA 2 N° 4-61 PARQUE PRINCIPAL,154860,"098-7266246,7265646,",098-7266246,tesoreriacoper@hotmail.com,http://www.coper-boyaca.gov.co/,No
211219212,891501283:0,Corinto,DEPARTAMENTO DE CAUCA,CORINTO,CALLE 7 NO. 8  - 75,191560,098-8270178,098-8270177,alcaldia@corinto-cauca.gov.co,http://www.corinto-cauca.gov.co,No
211225312,832000992:1,Granada - Cundinamarca,DEPARTAMENTO DE CUNDINAMARCA,GRANADA (CUNDINAMARCA),CALLE 11 14 28,252250,091-8669300,091-8669300,leipe0626@hotmail.com,http://www.granada-cundinamarca.gov.co,No
211225612,890680059:1,Ricaurte - Cundinamarca,DEPARTAMENTO DE CUNDINAMARCA,RICAURTE (CUNDINAMARCA),CARRERA 15 NO.6-22,252410,"091-8338560,8317743,8338653",091-8338560,contabilidad@ricaurte-cundinamarca.gov.co,http://www.ricaurte-cundinamarca.gov.co,No
211252612,800099127:4,Ricaurte - Nariño,DEPARTAMENTO DE NARIÑO,RICAURTE (NARIÑO),RICAURTE NARIÑO,000123,092-7753417,092-7753417,alcaldia@ricaurte-narino.gov.co,http://www.ricaurte-narino.gov.co/,No
211263212,890001061:3,Córdoba - Quindío,DEPARTAMENTO DE QUINDIO,CORDOBA (QUINDIO),Carrera 10  Calle 14 Esquina Palacio municipal,632020,"096-7545190,7545394,",096-7545099,alcaldia@cordoba-quindio.gov.co,http://www.cordoba-quindio.gov.co,No
211305113,890983808:0,Buriticá,DEPARTAMENTO DE ANTIOQUIA,BURITICA,BURITICA,057030,094-8527015,094-3814349,alcaldia@buritica-antioquia.gov.co,http://www.buritca-antioquia.gov.co,No
211305313,890983728:1,Granada - Antioquia,DEPARTAMENTO DE ANTIOQUIA,GRANADA (ANTIOQUIA),CALLE 20 NO 20 - 05,054410,"094-8320548,8376757,8646757",094-8320548,alcaldia@granada-antioquia.gov.co ,http://www.granada-antioquia-gov.co,No
211317013,890801132:0,Aguadas - Caldas,DEPARTAMENTO DE CALDAS,AGUADAS,CALLE 6 NRO.5-23,172020,"096-8514478,8515110,8514145",096-8514480,alcaldia@aguadas-caldas.gov.co,http://www.aguadas-caldas.gov.co,No
211317513,890801136:1,Pácora,DEPARTAMENTO DE CALDAS,PACORA,CARRERA 4 NRO 5-76,172040,057-3117121554,096-8670075,tesoreria@pacora-caldas.gov.co,http://www.pacora-caldas.gov.co,No
211319513,800095978:7,Padilla,DEPARTAMENTO DE CAUCA,PADILLA,CARRERA 3 NO. 9A-36,191540,092-8268124,092-8268124,contactenos@padilla-cauca.gov.co,http://www.padilla-cauca.gov.co,No
211320013,800096558:1,Agustín Codazzi,DEPARTAMENTO DE CESAR,AGUSTIN CODAZZI,CARRERA 16 NO 17-02,202050,095-5766155,095-5765155,alcaldia@agustincodazzi-cesar.gov.co,http://agustincodazzi-cesar.gov.co,No
211325513,899999475:4,Pacho,DEPARTAMENTO DE CUNDINAMARCA,PACHO,CARRERA 16 NO 7-29,254001,"091-8540022,40921,8540950",091-8540545,secretariadegestion@pacho-cundinamarca.gov.co,http://www.pacho-cundinamarca.gov.co,No
211327413,891680281:2,Lloró,DEPARTAMENTO DE CHOCO,LLORO,Alcaldia municipal,271030,094-3148379797,094-3148379797,contactenos@lloro-choco.gov.co,http://contabilidadypresupuesto@lloro-choco.gov.co,No
211341013,891180139:9,El Agrado,DEPARTAMENTO DE HUILA,AGRADO,Carrera 4a  5 - 48 Parque principal,414040,"098-8322006,8322225,",098-8322006,muniagrado37@yahoo.com,http://elagrado-huila.gov.co,No
211350313,892099243:5,Granada - Meta,DEPARTAMENTO DEL META,GRANADA (META),CALLE 15 # 14 07,504001,000-3212097048,000-3212097048,alcaldia@granada-meta.gov.co,http://www.granada-meta.gov.co,No
211354313,890501404:1,Gramalote,DEPARTAMENTO DE NORTE DE SANTANDER,GRAMALOTE,CENTRO ADMINISTRATIVO CALLE  2 ENTRE 6 Y 7 GRAMALOTE,545050,"097-5667045,5607017,5667183",097-5667016,alcaldia@gramalote-nortedesantander.gov.co,http://,No
211368013,890210928:1,Aguada - Santander,DEPARTAMENTO DE SANTANDER,AGUADA,CALLE 2 NO. 2 -14,685121,"097-7565517,7565518,265517",097-9999999,contactenos@aguada-santander.gov.co,http://aguada-santander.gov.co,No
211370713,892200592:3,San Onofre,DEPARTAMENTO DE SUCRE,SAN ONOFRE,KRA. 20 NO. 19 - 16 PLAZA PRINCIPAL,707010,035-2982129,000-000,alcaldia@sanonofre-sucre.gov.co,http://www.sanonofre-sucre.gov.co,No
211376113,891900353:1,Bugalagrande,DEPARTAMENTO DE VALLE DEL CAUCA,BUGALAGRANDE,CARRERA 6 N°5-65,763001,"092-2237403,2236235",092-2236235,ventanillaunica@bugalagrande-valle.gov.co,http://www.bugalagrande-valle.gov.co,No
211415114,800099714:8,Busbanzá,DEPARTAMENTO DE BOYACA,BUSBANZA,CARRERAA 3 3-32,152080,"098-7718488,7707407,707111",098-7707111,contactenos@busbanza-boyaca.gov.co,http://www.busbanza-boyaca.gov.co,No
211415514,800049508:3,Páez - Boyacá,DEPARTAMENTO DE BOYACA,PAEZ,Carrera 3  5 - 37,152620,098-7594236,098-7594236,alcaldia@paez-boyaca.gov.co,http://www.paez-boyaca.gov.co,No
211415814,800099642:6,Toca,DEPARTAMENTO DE BOYACA,TOCA,CALLE 5 NO. 8 - 53,150260,098-7368223,098-7368223,alcaldia@toca-boyaca.gov.co,http://www.toca-boyaca.gov.co,No
211417614,890801138:4,Riosucio - Caldas,DEPARTAMENTO DE CALDAS,RIOSUCIO (CALDAS),CARRERA 7 CALLE 10 ESQUINA,178040,096-8592304,096-8592304,alcaldia@riosucio-caldas.gov.co,http://www.riosucio-caldas.gov.co,No
211420614,892300123:1,Río de Oro,DEPARTAMENTO DE CESAR,RIO DE ORO,CARRERA 3N° 1D-09,205040,"095-5619132,5619130",095-5619130,alcaldia@riodeoro-cesar.gov.co,http://www.riodeoro-cesar.gov.co/,No
211425214,899999705:3,Cota,DEPARTAMENTO DE CUNDINAMARCA,COTA,CARRERA  4  12  63,250010,091-8641936,091-8641936,hacienda@alcaldiacota.gov.co,http://www.cota-cundinamarca.gov.co,No
211505315,890981162:2,Guadalupe - Antioquia,DEPARTAMENTO DE ANTIOQUIA,GUADALUPE (ANTIOQUIA),CARRERA 50 50 27,051820,"094-8616065,416005,616005",094-8616205,alcaldia@guadalupe-antioquia.gov.co,http://,No
211505615,890907317:2,Rionegro - Antioquia,DEPARTAMENTO DE ANTIOQUIA,RIONEGRO (ANTIOQUIA),CALLE 49  50-05,054040,"094-5204060,5204065",094-0,alcaldia@rionegro.gov.co,http://www.rionegro.gov.co,No
211515215,891855748:2,Corrales,DEPARTAMENTO DE BOYACA,CORRALES,CALLE 8 # 3-40 BARRIO CENTRO,152060,313-8174434,098-7777000,alcaldia@corrales-boyaca.gov.co,http://www.corrales-boyaca.gov.co,No
211525815,800093439:1,Tocaima,DEPARTAMENTO DE CUNDINAMARCA,TOCAIMA,CALLE 5 CARRERA 9 ESQUINA - PALACIO MUNICIPAL,252840,091-8340061,091-8340061,contabilidad@tocaima-cundinamarca.gov.co,http://www.tocaima-cundinamarca.gov.co/,No
211527615,891680079:0,Riosucio - Chocó,DEPARTAMENTO DE CHOCO,RIOSUCIO (CHOCO),BARRIO EL CENTRO,278050,094-6810006,094-6810006,contactenos@riosucio-choco.gov.co,http://www.riosucio-choco.gov.co,No
211541615,891180040:9,Rivera,DEPARTAMENTO DE HUILA,RIVERA,CARRERAA 7 4 64,413001,310-5538670,098-8386621,municipioriverahuila@yahoo.es,http://www.rivera-huila.gov.co,No
211552215,800035024:1,Córdoba - Nariño,DEPARTAMENTO DE NARIÑO,CORDOBA (NARIÑO),CALLE 4 NO. 3 - 17 - 37 BARRIO EL CENTRO,524001,092-7780116,092-7780116,alcaldia@cordoba-narino.gov.co,http://www.cordoba-narino.gov.co,No
211568615,890204646:3,Rionegro - Santander,DEPARTAMENTO DE SANTANDER,RIONEGRO (SANTANDER),CARRERA 10 # 11-32,687511,"097-6188150,6188160,6188190",097-6188818,secretariadehacienda_rionegro@hotmail.com,http://www.rionegro-santander.gov.co/,No
211570215,892280032:2,Corozal,DEPARTAMENTO DE SUCRE,COROZAL,"CARRERA 28 NO,31 A-08 2 PISO",705030,095-2858659,095-2858659,contabilidad@corozal-sucre.gov.co,http://www.corozal-sucre.gov.co,No
211585015,800086017:6,Chámeza,DEPARTAMENTO DE CASANARE,CHAMEZA,CALLE 6 N°4 -27,856030,310-5862756,314-4208153,hacienda@chameza-casanare.gov.co,http://www.chameza-casanare.gov.co,No
211585315,800103663:8,Sácama,DEPARTAMENTO DE CASANARE,SACAMA,CALLE 3 NO. 8-35,851030,057-3133014231,098-6361145,contabilidad@sacama-casanare.gov.co,http://www.sacama-casanare.gov.co,No
211595015,800191431:1,Calamar - Guaviare,DEPARTAMENTO DE GUAVIARE,CALAMAR (GUAVIARE),CARRERAA. 7 N° 8-09 BARRIO OCTAVIO VARGAS CUELLAR,131540,098-5602037,098-5602037,hacienda@calamar-guaviare.gov.co,http://www.calamar-guaviare.gov.co,No
211615516,891801240:1,Paipa,DEPARTAMENTO DE BOYACA,PAIPA,CARRERA 22 # 25-14,150440,"098-7850131,7850135","098-7851321,7851998",contabilidad@paipa-boyaca.gov.co,http://www.paipa-boyaca.gov.co/paginas/default.aspx,No
211615816,800062255:9,Togüí,DEPARTAMENTO DE BOYACA,TOGUI,CALLE 3  3 ? 23,154401,098-7292117,098-7292116,alcaldia@togui-boyaca.gov.co,http://www.togui-boyaca.gov.co,No
211617616,800095461:1,Risaralda,DEPARTAMENTO DE CALDAS,RISARALDA (CALDAS),CARRERAA 2A CALLE 5 NO 2-01,663030,096-8557091,096-8557221,alcaldia@risaralda-caldas.gov.co,http://www.risaralda-caldas.gov.co,No
211641016,891180070:1,Aipe,DEPARTAMENTO DE HUILA,AIPE,CALLE 4 4-71,411001,"098-8389089,8389029",098-8389092,alcaldia@aipe-huila.gov.co,http://www.aipe-huila.gov.co,No
211673616,890702040:7,Rioblanco,DEPARTAMENTO DE TOLIMA,RIOBLANCO,CARRERA 5 Nº 4-25 BARRIO CENTRO,735580,098-2256032,098-2256032,contabilidad@rioblanco-tolima.gov.co,http://www.rioblanco-tolima.gov.co,No
211676616,891900357:9,Riofrío,DEPARTAMENTO DE VALLE DEL CAUCA,RIOFRIO,CARRERA 9 NO 5 - 58,761030,"092-2268216,2268518",092-2268142,despacho@riofrio-valle.gov.co,http://www.riofrio-valle.gov.co,No
211715317,800012631:1,Guacamayas,DEPARTAMENTO DE BOYACA,GUACAMAYAS,CARRERA 5 NRO. 3-35,151220,098-7880283,098-987880283,alcaldia@guacamayas-boyaca.gov.co,http://www.guacamayas-boyaca.gov.co,No
211719517,800095980:2,Páez (Belalcázar) - Cauca,DEPARTAMENTO DE CAUCA,PAEZ (BELALCAZAR),ALCALDIA MUNICIPAL BELALCAZAR,192501,092-3148910707,092-8252407,alcaldia@paez-cauca.gov.co,http://www.paez-cauca.gov.co,No
211720517,800096610:7,Pailitas,DEPARTAMENTO DE CESAR,PAILITAS,Carrera 6  5-86,204001,035-3218588200,000-00000000,hacienda@pailitas-cesar.gov.co,http://www.pailitas-cesar.gov.co/index.shtml,No
211723417,800096758:8,Santa Cruz de Lorica,DEPARTAMENTO DE CORDOBA,LORICA,CALLE 1 BIS N0 17-54,234171,094-7538064,094-7538064,contactenos@santacruzdelorica-cordoba.gov.co,http://santacruzdelorica-cordoba.gov.co,No
211725317,899999362:0,Guachetá,DEPARTAMENTO DE CUNDINAMARCA,GUACHETA,CARRERA 4 NO. 4-37,250610,"091-8556125,556128,556127",091-8556191,alcaldia@guacheta-cundinamarca.gov.co,http://,No
211725817,899999428:8,Tocancipá,DEPARTAMENTO DE CUNDINAMARCA,TOCANCIPA,CALLE 11 6 12,251010,091-5169017,091-5169017,tocancipa@cundinamarca.gov.co,http://www.tocancipa-cundinamarca.gov.co,No
211752317,800015689:1,Guachucal,DEPARTAMENTO DE NARIÑO,GUACHUCAL,CARRERA 5 8 55 BRR MANHATTAN,524580,092-7778236,092-7778036,alcaldia@guachucal-narino.gov.co,http://www.guachucal-narino.gov.co,No
211768217,890205058:7,Coromoro,DEPARTAMENTO DE SANTANDER,COROMORO,CARRERA 5 NO.5-22 CENTRO,682531,"098-7242913,7247516,7247516",098-7247516,alcaldia@coromoro-santander.gov.co,http://www.coromoro-santander.gov.co,No
211770717,892280063:0,San Pedro - Sucre,DEPARTAMENTO DE SUCRE,SAN PEDRO (SUCRE),CARRERA 9 NO. 13-10,702010,095-3103614283,095-2992189,edwin6907240101@gmail.com,http://http://www.sanpedro-sucre.gov.co,No
211773217,890702023:1,Coyaima,DEPARTAMENTO DE TOLIMA,COYAIMA,CALLE 3 CON CARRERA 3 ESQUINA,735020,098-2278475,098-278003,alcaldia@coyaima-tolima.gov.co,http://www.coyaima-tolima.gov.co,No
211805318,890982055:7,Guarne,DEPARTAMENTO DE ANTIOQUIA,GUARNE,CARRERA 50 N° 50 - 02,054050,"094-5510025,5510044",094-5510025,contabilidad@guarne-antioquia.gov.co,http://www.municipiodeguarne.gov.co,No
211815218,891857920:2,Covarachía,DEPARTAMENTO DE BOYACA,COVARACHIA,EDIDIFIO MUNICIPAL CENTRO,151040,098-6615181,098-6615181,contactenos@covarachia-boyaca.gov.co,http://www.covatrachia-boyaca.gov.co,No
211815518,800065593:7,Pajarito,DEPARTAMENTO DE BOYACA,PAJARITO,CARRERA 2 5 00 ESQ,152401,098-7847005,098-7847005,alcaldia@pajarito-boyaca.gov.co,http://www.pajarito-boyaca.gov.co/,No
211819318,800084378:0,Guapí,DEPARTAMENTO DE CAUCA,GUAPI,GUAPI-CAUCA,196001,092-8400625,092-8400148,carlos.ocoro@hotmail.com,http://,No
211819418,800051168:9,López de Micay,DEPARTAMENTO DE CAUCA,LOPEZ DE MICAY,CALLE DE LAS FLORES,111111,092-3176691544,092-8405010,tesoreria@lopezdemicay-cauca.gov.co,http://www.lopezdemicay-cauca.gov.co,No
211825518,899999704:6,Paime,DEPARTAMENTO DE CUNDINAMARCA,PAIME,CALLE 3NO. 2-30,254040,091-3138071858,091-8542013,stesoreria@paime-cundinamarca.gov.co,http://www.paime-cundinamarca.gov.co/,No
211825718,800094752:5,Sasaima,DEPARTAMENTO DE CUNDINAMARCA,SASAIMA,CALLE 7 3 -13,253401,091-8468022,091-8468022,alcaldia@sasaima-cundinamarca.gov.co,http://www.sasaima-cundinamarca.gov.co,No
211841518,891180194:4,Paicol,DEPARTAMENTO DE HUILA,PAICOL,MCP DE PAICOL ALCALDIA MUNICIPAL,415040,988-8378031,988-8378031,faviolaordonez2111@gmail.com,http://www.paicol-huila.gov.co,No
211847318,891780047:4,Guamal - Magdalena,DEPARTAMENTO DE MAGDALENA,GUAMAL (MAGDALENA),Calle 4  4 A - 26,473020,095-4182268,095-4182332,hacienda@guamal-magdalena.gov.co,http://hacienda@guamal-magdalena.gov.co,No
211850318,800098193:6,Guamal - Meta,DEPARTAMENTO DEL META,GUAMAL (META),CALLE 13 N. 7-09 BARRIO LOS FUNDADORES,507051,"098-6755009,6755020",098-6755840,financierayadministrativa@guamal-meta.gov.co,http://www.guamal-meta.gov.co,No
211852418,800019112:2,Los Andes (Sotomayor),DEPARTAMENTO DE NARIÑO,LOS ANDES (SOTOMAYOR),CALLE SAN PEDRO - PARQUE PRINCIPAL - SOTOMAYOR,526520,"092-7292150,7287817",092-7292150,contactenos@losandessotomayor-narino.gov.co,http://www.losandessotomayor-narino.gov.co,No
